engine	dpr	strip	arm	size	photo_delta	cov	skel_med_dev	max_over_med	stroke_over_h	apertures	paper_regions	tile_rgb	tile_on_strip	core_median	sub45_n	frac_under45	frac_under3	blur_sigma
chromium	2	light-strip	opus	48	0.000	0.254	12.000	1.067	0.182	None	1	[251, 250, 249]	1.258	18.991	220	0.087	0.070	
webkit	1	dark-active	B	16	0.000	0.290	2.414	1.172	0.201	[2, 3]	1	[17, 15, 14]	1.584	16.182	37	0.339	0.275	0
webkit	1	dark-active	B	180	0.000	0.291	27.785	1.038	0.198	None	1	[17, 15, 14]	1.584	16.182	334	0.034	0.027	
webkit	1	dark-active	B	32	0.000	0.290	5.657	1.061	0.236	None	1	[17, 15, 14]	1.584	16.182	65	0.181	0.108	0
webkit	1	dark-active	B	48	0.000	0.290	8.000	1.061	0.211	None	1	[17, 15, 14]	1.584	16.182	85	0.111	0.088	
webkit	1	dark-active	P	16	0.000	0.227	2.000	2.000	0.167	[3, 4]	1	[17, 15, 14]	1.584	13.025	26	0.295	0.250	
webkit	1	dark-active	P	180	0.000	0.228	16.125	2.166	0.120	None	1	[17, 15, 14]	1.584	16.182	372	0.048	0.035	
webkit	1	dark-active	P	32	0.000	0.228	2.828	2.550	0.118	None	1	[17, 15, 14]	1.584	16.182	58	0.198	0.137	
webkit	1	dark-active	P	48	0.000	0.228	4.472	2.236	0.124	None	1	[17, 15, 14]	1.584	16.182	90	0.145	0.110	
webkit	1	dark-active	W	16	0.000	0.229	2.000	1.414	0.167	[3, 3]	1	[17, 15, 14]	1.584	15.176	29	0.337	0.244	0
webkit	1	dark-active	W	180	0.000	0.230	22.361	1.043	0.167	None	1	[17, 15, 14]	1.584	16.182	352	0.045	0.035	
webkit	1	dark-active	W	32	0.000	0.229	4.000	1.118	0.167	None	1	[17, 15, 14]	1.584	16.182	52	0.179	0.145	0
webkit	1	dark-active	W	48	0.000	0.229	6.000	1.202	0.167	None	1	[17, 15, 14]	1.584	16.182	79	0.129	0.100	
webkit	1	dark-active	fable	16	0.000	0.193	2.000	1.414	0.167	[2, 4]	1	[17, 15, 14]	1.584	14.074	29	0.382	0.263	0
webkit	1	dark-active	fable	180	0.000	0.195	22.361	1.043	0.157	None	1	[17, 15, 14]	1.584	16.182	258	0.039	0.030	
webkit	1	dark-active	fable	32	0.000	0.195	4.000	1.118	0.160	None	1	[17, 15, 14]	1.584	16.182	50	0.202	0.145	0
webkit	1	dark-active	fable	48	0.000	0.194	6.000	1.202	0.158	None	1	[17, 15, 14]	1.584	16.182	69	0.132	0.107	
webkit	1	dark-active	main	16	0.000	0.526	4.000	1.500	0.286	[2, 2]	1	[250, 248, 245]	11.384	15.190	76	0.382	0.291	0.350
webkit	1	dark-active	main	180	0.000	0.523	29.530	2.211	0.180	None	1	[250, 248, 245]	11.384	16.077	740	0.042	0.034	
webkit	1	dark-active	main	32	0.000	0.525	5.657	2.121	0.195	None	1	[250, 248, 245]	11.384	16.077	147	0.220	0.181	0.350
webkit	1	dark-active	main	48	0.000	0.524	8.123	2.118	0.189	None	1	[250, 248, 245]	11.384	16.077	274	0.189	0.155	
webkit	1	dark-active	opus	16	0.000	0.254	2.000	1.414	0.182	[2, 3]	1	[17, 15, 14]	1.584	15.459	27	0.290	0.204	0
webkit	1	dark-active	opus	180	0.000	0.254	22.361	1.047	0.182	None	1	[17, 15, 14]	1.584	16.182	384	0.045	0.033	
webkit	1	dark-active	opus	32	0.000	0.253	4.000	1.118	0.182	None	1	[17, 15, 14]	1.584	16.182	60	0.188	0.134	0
webkit	1	dark-active	opus	48	0.000	0.254	6.000	1.202	0.182	None	1	[17, 15, 14]	1.584	16.182	93	0.136	0.107	
webkit	1	dark-strip	B	16	0.000	0.290	2.414	1.172	0.201	[2, 3]	1	[17, 15, 14]	1.187	16.182	37	0.339	0.275	0
webkit	1	dark-strip	B	180	0.000	0.291	27.785	1.038	0.198	None	1	[17, 15, 14]	1.187	16.182	334	0.034	0.027	
webkit	1	dark-strip	B	32	0.000	0.290	5.657	1.061	0.236	None	1	[17, 15, 14]	1.187	16.182	65	0.181	0.108	0
webkit	1	dark-strip	B	48	0.000	0.290	8.000	1.061	0.211	None	1	[17, 15, 14]	1.187	16.182	85	0.111	0.088	
webkit	1	dark-strip	P	16	0.000	0.227	2.000	2.000	0.167	[3, 4]	1	[17, 15, 14]	1.187	13.025	26	0.295	0.250	
webkit	1	dark-strip	P	180	0.000	0.228	16.125	2.166	0.120	None	1	[17, 15, 14]	1.187	16.182	372	0.048	0.035	
webkit	1	dark-strip	P	32	0.000	0.228	2.828	2.550	0.118	None	1	[17, 15, 14]	1.187	16.182	58	0.198	0.137	
webkit	1	dark-strip	P	48	0.000	0.228	4.472	2.236	0.124	None	1	[17, 15, 14]	1.187	16.182	90	0.145	0.110	
webkit	1	dark-strip	W	16	0.000	0.229	2.000	1.414	0.167	[3, 3]	1	[17, 15, 14]	1.187	15.176	29	0.337	0.244	0
webkit	1	dark-strip	W	180	0.000	0.230	22.361	1.043	0.167	None	1	[17, 15, 14]	1.187	16.182	352	0.045	0.035	
webkit	1	dark-strip	W	32	0.000	0.229	4.000	1.118	0.167	None	1	[17, 15, 14]	1.187	16.182	52	0.179	0.145	0
webkit	1	dark-strip	W	48	0.000	0.229	6.000	1.202	0.167	None	1	[17, 15, 14]	1.187	16.182	79	0.129	0.100	
webkit	1	dark-strip	fable	16	0.000	0.193	2.000	1.414	0.167	[2, 4]	1	[17, 15, 14]	1.187	14.074	29	0.382	0.263	0
webkit	1	dark-strip	fable	180	0.000	0.195	22.361	1.043	0.157	None	1	[17, 15, 14]	1.187	16.182	258	0.039	0.030	
webkit	1	dark-strip	fable	32	0.000	0.195	4.000	1.118	0.160	None	1	[17, 15, 14]	1.187	16.182	50	0.202	0.145	0
webkit	1	dark-strip	fable	48	0.000	0.194	6.000	1.202	0.158	None	1	[17, 15, 14]	1.187	16.182	69	0.132	0.107	
webkit	1	dark-strip	main	16	0.000	0.527	4.000	1.500	0.286	[2, 2]	1	[250, 248, 245]	15.187	15.190	76	0.382	0.291	0.350
webkit	1	dark-strip	main	180	0.000	0.523	29.530	2.211	0.180	None	1	[250, 248, 245]	15.187	16.077	740	0.042	0.034	
webkit	1	dark-strip	main	32	0.000	0.525	5.657	2.121	0.195	None	1	[250, 248, 245]	15.187	16.077	147	0.220	0.181	0.350
webkit	1	dark-strip	main	48	0.000	0.524	8.123	2.118	0.189	None	1	[250, 248, 245]	15.187	16.077	274	0.189	0.155	
webkit	1	dark-strip	opus	16	0.000	0.254	2.000	1.414	0.182	[2, 3]	1	[17, 15, 14]	1.187	15.459	27	0.290	0.204	0
webkit	1	dark-strip	opus	180	0.000	0.254	22.361	1.047	0.182	None	1	[17, 15, 14]	1.187	16.182	384	0.045	0.033	
webkit	1	dark-strip	opus	32	0.000	0.253	4.000	1.118	0.182	None	1	[17, 15, 14]	1.187	16.182	60	0.188	0.134	0
webkit	1	dark-strip	opus	48	0.000	0.254	6.000	1.202	0.182	None	1	[17, 15, 14]	1.187	16.182	93	0.136	0.107	
webkit	1	light-active	B	16	0.000	0.291	2.414	1.172	0.201	[2, 3]	1	[251, 250, 249]	1.042	18.991	40	0.360	0.333	0
webkit	1	light-active	B	180	0.000	0.291	27.785	1.038	0.198	None	1	[251, 250, 249]	1.042	18.991	376	0.038	0.032	
webkit	1	light-active	B	32	0.000	0.290	5.657	1.061	0.236	None	1	[251, 250, 249]	1.042	18.991	75	0.207	0.149	0
webkit	1	light-active	B	48	0.000	0.291	8.000	1.061	0.211	None	1	[251, 250, 249]	1.042	18.991	101	0.132	0.104	
webkit	1	light-active	P	16	0.000	0.228	2.000	2.000	0.167	[3, 4]	1	[251, 250, 249]	1.042	15.261	30	0.341	0.261	
webkit	1	light-active	P	180	0.000	0.228	16.125	2.166	0.120	None	1	[251, 250, 249]	1.042	18.991	425	0.055	0.043	
webkit	1	light-active	P	32	0.000	0.228	2.828	2.550	0.118	None	1	[251, 250, 249]	1.042	18.991	65	0.220	0.173	
webkit	1	light-active	P	48	0.000	0.228	4.472	2.236	0.124	None	1	[251, 250, 249]	1.042	18.991	108	0.173	0.133	
webkit	1	light-active	W	16	0.000	0.230	2.000	1.414	0.167	[3, 3]	1	[251, 250, 249]	1.042	18.252	31	0.360	0.302	0
webkit	1	light-active	W	180	0.000	0.230	22.361	1.043	0.167	None	1	[251, 250, 249]	1.042	18.991	409	0.052	0.041	
webkit	1	light-active	W	32	0.000	0.229	4.000	1.118	0.167	None	1	[251, 250, 249]	1.042	18.991	66	0.224	0.183	0
webkit	1	light-active	W	48	0.000	0.230	6.000	1.202	0.167	None	1	[251, 250, 249]	1.042	18.991	92	0.149	0.121	
webkit	1	light-active	fable	16	0.000	0.194	2.000	1.414	0.167	[2, 4]	1	[251, 250, 249]	1.042	16.707	30	0.390	0.338	0
webkit	1	light-active	fable	180	0.000	0.195	22.361	1.047	0.157	None	1	[251, 250, 249]	1.042	18.991	304	0.046	0.034	
webkit	1	light-active	fable	32	0.000	0.195	4.000	1.118	0.160	None	1	[251, 250, 249]	1.042	18.991	53	0.214	0.173	0
webkit	1	light-active	fable	48	0.000	0.195	6.000	1.202	0.158	None	1	[251, 250, 249]	1.042	18.991	89	0.168	0.129	
webkit	1	light-active	main	16	0.000	0.527	4.000	1.500	0.286	[2, 2]	1	[250, 248, 245]	1.060	15.190	77	0.385	0.295	0.350
webkit	1	light-active	main	180	0.000	0.523	29.530	2.211	0.180	None	1	[250, 248, 245]	1.060	16.077	740	0.042	0.034	
webkit	1	light-active	main	32	0.000	0.525	5.657	2.121	0.195	None	1	[250, 248, 245]	1.060	16.077	147	0.220	0.181	0.350
webkit	1	light-active	main	48	0.000	0.524	8.123	2.118	0.189	None	1	[250, 248, 245]	1.060	16.077	274	0.189	0.155	
webkit	1	light-active	opus	16	0.000	0.255	2.000	1.414	0.182	[2, 3]	1	[251, 250, 249]	1.042	18.518	31	0.330	0.277	0
webkit	1	light-active	opus	180	0.000	0.254	22.361	1.047	0.182	None	1	[251, 250, 249]	1.042	18.991	435	0.050	0.041	
webkit	1	light-active	opus	32	0.000	0.254	4.000	1.118	0.182	None	1	[251, 250, 249]	1.042	18.991	70	0.216	0.176	0
webkit	1	light-active	opus	48	0.000	0.254	6.000	1.202	0.182	None	1	[251, 250, 249]	1.042	18.991	111	0.162	0.125	
webkit	1	light-strip	B	16	0.000	0.291	2.414	1.172	0.201	[2, 3]	1	[251, 250, 249]	1.258	18.991	40	0.360	0.333	0
webkit	1	light-strip	B	180	0.000	0.291	27.785	1.038	0.198	None	1	[251, 250, 249]	1.258	18.991	376	0.038	0.032	
webkit	1	light-strip	B	32	0.000	0.290	5.657	1.061	0.236	None	1	[251, 250, 249]	1.258	18.991	75	0.207	0.149	0
webkit	1	light-strip	B	48	0.000	0.291	8.000	1.061	0.211	None	1	[251, 250, 249]	1.258	18.991	101	0.132	0.104	
webkit	1	light-strip	P	16	0.000	0.228	2.000	2.000	0.167	[3, 4]	1	[251, 250, 249]	1.258	15.261	30	0.341	0.261	
webkit	1	light-strip	P	180	0.000	0.228	16.125	2.166	0.120	None	1	[251, 250, 249]	1.258	18.991	425	0.055	0.043	
webkit	1	light-strip	P	32	0.000	0.228	2.828	2.550	0.118	None	1	[251, 250, 249]	1.258	18.991	65	0.220	0.173	
webkit	1	light-strip	P	48	0.000	0.228	4.472	2.236	0.124	None	1	[251, 250, 249]	1.258	18.991	108	0.173	0.133	
webkit	1	light-strip	W	16	0.000	0.230	2.000	1.414	0.167	[3, 3]	1	[251, 250, 249]	1.258	18.252	31	0.360	0.302	0
webkit	1	light-strip	W	180	0.000	0.230	22.361	1.043	0.167	None	1	[251, 250, 249]	1.258	18.991	409	0.052	0.041	
webkit	1	light-strip	W	32	0.000	0.229	4.000	1.118	0.167	None	1	[251, 250, 249]	1.258	18.991	66	0.224	0.183	0
webkit	1	light-strip	W	48	0.000	0.230	6.000	1.202	0.167	None	1	[251, 250, 249]	1.258	18.991	92	0.149	0.121	
webkit	1	light-strip	fable	16	0.000	0.194	2.000	1.414	0.167	[2, 4]	1	[251, 250, 249]	1.258	16.707	30	0.390	0.338	0
webkit	1	light-strip	fable	180	0.000	0.195	22.361	1.047	0.157	None	1	[251, 250, 249]	1.258	18.991	304	0.046	0.034	
webkit	1	light-strip	fable	32	0.000	0.195	4.000	1.118	0.160	None	1	[251, 250, 249]	1.258	18.991	53	0.214	0.173	0
webkit	1	light-strip	fable	48	0.000	0.195	6.000	1.202	0.158	None	1	[251, 250, 249]	1.258	18.991	89	0.168	0.129	
webkit	1	light-strip	main	16	0.000	0.527	4.000	1.500	0.286	[2, 2]	1	[250, 248, 245]	1.237	15.190	77	0.385	0.295	0.350
webkit	1	light-strip	main	180	0.000	0.523	29.530	2.211	0.180	None	1	[250, 248, 245]	1.237	16.077	740	0.042	0.034	
webkit	1	light-strip	main	32	0.000	0.525	5.657	2.121	0.195	None	1	[250, 248, 245]	1.237	16.077	147	0.220	0.181	0.350
webkit	1	light-strip	main	48	0.000	0.524	8.123	2.118	0.189	None	1	[250, 248, 245]	1.237	16.077	274	0.189	0.155	
webkit	1	light-strip	opus	16	0.000	0.255	2.000	1.414	0.182	[2, 3]	1	[251, 250, 249]	1.258	18.518	31	0.330	0.277	0
webkit	1	light-strip	opus	180	0.000	0.254	22.361	1.047	0.182	None	1	[251, 250, 249]	1.258	18.991	435	0.050	0.041	
webkit	1	light-strip	opus	32	0.000	0.254	4.000	1.118	0.182	None	1	[251, 250, 249]	1.258	18.991	70	0.216	0.176	0
webkit	1	light-strip	opus	48	0.000	0.254	6.000	1.202	0.182	None	1	[251, 250, 249]	1.258	18.991	111	0.162	0.125	
webkit	2	dark-active	B	16	0.000	0.290	5.657	1.061	0.236	[4, 5]	1	[17, 15, 14]	1.584	16.182	65	0.181	0.108	0
webkit	2	dark-active	B	180	0.000	0.291	55.317	1.029	0.196	None	1	[17, 15, 14]	1.584	16.182	649	0.017	0.013	
webkit	2	dark-active	B	32	0.000	0.291	10.000	1.077	0.200	None	1	[17, 15, 14]	1.584	16.182	110	0.084	0.070	0
webkit	2	dark-active	B	48	0.000	0.290	15.232	1.050	0.206	None	1	[17, 15, 14]	1.584	16.182	183	0.064	0.046	
webkit	2	dark-active	P	16	0.000	0.228	2.828	2.550	0.118	[7, 7]	1	[17, 15, 14]	1.584	16.182	58	0.198	0.137	
webkit	2	dark-active	P	180	0.000	0.228	32.249	2.136	0.119	None	1	[17, 15, 14]	1.584	16.182	683	0.023	0.017	
webkit	2	dark-active	P	32	0.000	0.228	6.000	2.134	0.125	None	1	[17, 15, 14]	1.584	16.182	103	0.098	0.074	
webkit	2	dark-active	P	48	0.000	0.228	8.944	2.110	0.124	None	1	[17, 15, 14]	1.584	16.182	174	0.076	0.057	
webkit	2	dark-active	W	16	0.000	0.229	4.000	1.118	0.167	[5, 6]	1	[17, 15, 14]	1.584	16.182	52	0.179	0.145	0
webkit	2	dark-active	W	180	0.000	0.230	44.272	1.031	0.164	None	1	[17, 15, 14]	1.584	16.182	654	0.021	0.017	
webkit	2	dark-active	W	32	0.000	0.230	8.246	1.085	0.172	None	1	[17, 15, 14]	1.584	16.182	108	0.102	0.079	0
webkit	2	dark-active	W	48	0.000	0.230	12.000	1.067	0.167	None	1	[17, 15, 14]	1.584	16.182	168	0.073	0.060	
webkit	2	dark-active	fable	16	0.000	0.195	4.000	1.118	0.160	[4, 8]	1	[17, 15, 14]	1.584	16.182	50	0.202	0.145	0
webkit	2	dark-active	fable	180	0.000	0.195	44.045	1.036	0.155	None	1	[17, 15, 14]	1.584	16.182	543	0.021	0.017	
webkit	2	dark-active	fable	32	0.000	0.195	8.246	1.029	0.162	None	1	[17, 15, 14]	1.584	16.182	93	0.104	0.084	0
webkit	2	dark-active	fable	48	0.000	0.195	12.000	1.067	0.160	None	1	[17, 15, 14]	1.584	16.182	147	0.075	0.060	
webkit	2	dark-active	main	16	0.000	0.526	6.000	1.944	0.214	[4, 5]	2	[250, 248, 245]	11.384	15.190	268	0.341	0.294	1.000
webkit	2	dark-active	main	180	0.000	0.523	55.714	2.336	0.171	None	1	[250, 248, 245]	11.384	16.077	3475	0.049	0.040	
webkit	2	dark-active	main	32	0.000	0.525	10.000	2.332	0.172	None	1	[250, 248, 245]	11.384	16.077	588	0.221	0.175	1.000
webkit	2	dark-active	main	48	0.000	0.524	16.000	2.187	0.186	None	1	[250, 248, 245]	11.384	16.077	933	0.165	0.141	
webkit	2	dark-active	opus	16	0.000	0.253	4.000	1.118	0.182	[5, 5]	1	[17, 15, 14]	1.584	16.182	60	0.188	0.134	0
webkit	2	dark-active	opus	180	0.000	0.254	44.181	1.041	0.179	None	1	[17, 15, 14]	1.584	16.182	688	0.020	0.015	
webkit	2	dark-active	opus	32	0.000	0.254	8.000	1.061	0.182	None	1	[17, 15, 14]	1.584	16.182	123	0.105	0.083	0
webkit	2	dark-active	opus	48	0.000	0.254	12.000	1.067	0.182	None	1	[17, 15, 14]	1.584	16.182	187	0.074	0.058	
webkit	2	dark-strip	B	16	0.000	0.290	5.657	1.061	0.236	[4, 5]	1	[17, 15, 14]	1.187	16.182	65	0.181	0.108	0
webkit	2	dark-strip	B	180	0.000	0.291	55.317	1.029	0.196	None	1	[17, 15, 14]	1.187	16.182	649	0.017	0.013	
webkit	2	dark-strip	B	32	0.000	0.291	10.000	1.077	0.200	None	1	[17, 15, 14]	1.187	16.182	110	0.084	0.070	0
webkit	2	dark-strip	B	48	0.000	0.290	15.232	1.050	0.206	None	1	[17, 15, 14]	1.187	16.182	183	0.064	0.046	
webkit	2	dark-strip	P	16	0.000	0.228	2.828	2.550	0.118	[7, 7]	1	[17, 15, 14]	1.187	16.182	58	0.198	0.137	
webkit	2	dark-strip	P	180	0.000	0.228	32.249	2.136	0.119	None	1	[17, 15, 14]	1.187	16.182	683	0.023	0.017	
webkit	2	dark-strip	P	32	0.000	0.228	6.000	2.134	0.125	None	1	[17, 15, 14]	1.187	16.182	103	0.098	0.074	
webkit	2	dark-strip	P	48	0.000	0.228	8.944	2.110	0.124	None	1	[17, 15, 14]	1.187	16.182	174	0.076	0.057	
webkit	2	dark-strip	W	16	0.000	0.229	4.000	1.118	0.167	[5, 6]	1	[17, 15, 14]	1.187	16.182	52	0.179	0.145	0
webkit	2	dark-strip	W	180	0.000	0.230	44.272	1.031	0.164	None	1	[17, 15, 14]	1.187	16.182	654	0.021	0.017	
webkit	2	dark-strip	W	32	0.000	0.230	8.246	1.085	0.172	None	1	[17, 15, 14]	1.187	16.182	108	0.102	0.079	0
webkit	2	dark-strip	W	48	0.000	0.230	12.000	1.067	0.167	None	1	[17, 15, 14]	1.187	16.182	168	0.073	0.060	
webkit	2	dark-strip	fable	16	0.000	0.195	4.000	1.118	0.160	[4, 8]	1	[17, 15, 14]	1.187	16.182	50	0.202	0.145	0
webkit	2	dark-strip	fable	180	0.000	0.195	44.045	1.036	0.155	None	1	[17, 15, 14]	1.187	16.182	543	0.021	0.017	
webkit	2	dark-strip	fable	32	0.000	0.195	8.246	1.029	0.162	None	1	[17, 15, 14]	1.187	16.182	93	0.104	0.084	0
webkit	2	dark-strip	fable	48	0.000	0.195	12.000	1.067	0.160	None	1	[17, 15, 14]	1.187	16.182	147	0.075	0.060	
webkit	2	dark-strip	main	16	0.000	0.526	6.000	1.944	0.214	[4, 5]	2	[250, 248, 245]	15.187	15.190	268	0.341	0.294	1.000
webkit	2	dark-strip	main	180	0.000	0.523	55.714	2.336	0.171	None	1	[250, 248, 245]	15.187	16.077	3475	0.049	0.040	
webkit	2	dark-strip	main	32	0.000	0.525	10.000	2.332	0.172	None	1	[250, 248, 245]	15.187	16.077	588	0.221	0.175	1.000
webkit	2	dark-strip	main	48	0.000	0.524	16.000	2.187	0.186	None	1	[250, 248, 245]	15.187	16.077	933	0.165	0.141	
webkit	2	dark-strip	opus	16	0.000	0.253	4.000	1.118	0.182	[5, 5]	1	[17, 15, 14]	1.187	16.182	60	0.188	0.134	0
webkit	2	dark-strip	opus	180	0.000	0.254	44.181	1.041	0.179	None	1	[17, 15, 14]	1.187	16.182	688	0.020	0.015	
webkit	2	dark-strip	opus	32	0.000	0.254	8.000	1.061	0.182	None	1	[17, 15, 14]	1.187	16.182	123	0.105	0.083	0
webkit	2	dark-strip	opus	48	0.000	0.254	12.000	1.067	0.182	None	1	[17, 15, 14]	1.187	16.182	187	0.074	0.058	
webkit	2	light-active	B	16	0.000	0.290	5.657	1.061	0.236	[4, 5]	1	[251, 250, 249]	1.042	18.991	75	0.207	0.149	0
webkit	2	light-active	B	180	0.000	0.291	55.317	1.029	0.196	None	1	[251, 250, 249]	1.042	18.991	780	0.020	0.017	
webkit	2	light-active	B	32	0.000	0.291	10.000	1.077	0.200	None	1	[251, 250, 249]	1.042	18.991	129	0.098	0.082	0
webkit	2	light-active	B	48	0.000	0.291	15.232	1.050	0.206	None	1	[251, 250, 249]	1.042	18.991	217	0.076	0.057	
webkit	2	light-active	P	16	0.000	0.228	2.828	2.550	0.118	[7, 7]	1	[251, 250, 249]	1.042	18.991	65	0.220	0.173	
webkit	2	light-active	P	180	0.000	0.228	32.249	2.136	0.119	None	1	[251, 250, 249]	1.042	18.991	794	0.026	0.021	
webkit	2	light-active	P	32	0.000	0.228	6.000	2.134	0.125	None	1	[251, 250, 249]	1.042	18.991	140	0.132	0.093	
webkit	2	light-active	P	48	0.000	0.228	8.944	2.110	0.124	None	1	[251, 250, 249]	1.042	18.991	211	0.092	0.072	
webkit	2	light-active	W	16	0.000	0.229	4.000	1.118	0.167	[5, 6]	1	[251, 250, 249]	1.042	18.991	66	0.224	0.183	0
webkit	2	light-active	W	180	0.000	0.230	44.272	1.031	0.164	None	1	[251, 250, 249]	1.042	18.991	767	0.025	0.020	
webkit	2	light-active	W	32	0.000	0.230	8.246	1.085	0.172	None	1	[251, 250, 249]	1.042	18.991	126	0.119	0.092	0
webkit	2	light-active	W	48	0.000	0.230	12.000	1.067	0.167	None	1	[251, 250, 249]	1.042	18.991	192	0.084	0.071	
webkit	2	light-active	fable	16	0.000	0.195	4.000	1.118	0.160	[4, 8]	1	[251, 250, 249]	1.042	18.991	53	0.214	0.173	0
webkit	2	light-active	fable	180	0.000	0.195	44.045	1.036	0.155	None	1	[251, 250, 249]	1.042	18.991	639	0.025	0.020	
webkit	2	light-active	fable	32	0.000	0.195	8.246	1.029	0.162	None	1	[251, 250, 249]	1.042	18.991	107	0.119	0.094	0
webkit	2	light-active	fable	48	0.000	0.195	12.000	1.067	0.160	None	1	[251, 250, 249]	1.042	18.991	166	0.085	0.072	
webkit	2	light-active	main	16	0.000	0.526	6.000	1.944	0.214	[4, 5]	2	[250, 248, 245]	1.060	15.190	268	0.341	0.294	1.000
webkit	2	light-active	main	180	0.000	0.523	55.714	2.336	0.171	None	1	[250, 248, 245]	1.060	16.077	3475	0.049	0.040	
webkit	2	light-active	main	32	0.000	0.525	10.000	2.332	0.172	None	1	[250, 248, 245]	1.060	16.077	588	0.221	0.175	1.000
webkit	2	light-active	main	48	0.000	0.524	16.000	2.187	0.186	None	1	[250, 248, 245]	1.060	16.077	933	0.165	0.141	
webkit	2	light-active	opus	16	0.000	0.254	4.000	1.118	0.182	[5, 5]	1	[251, 250, 249]	1.042	18.991	70	0.216	0.176	0
webkit	2	light-active	opus	180	0.000	0.254	44.181	1.041	0.178	None	1	[251, 250, 249]	1.042	18.991	814	0.024	0.019	
webkit	2	light-active	opus	32	0.000	0.254	8.000	1.061	0.182	None	1	[251, 250, 249]	1.042	18.991	140	0.120	0.100	0
webkit	2	light-active	opus	48	0.000	0.254	12.000	1.067	0.182	None	1	[251, 250, 249]	1.042	18.991	211	0.083	0.067	
webkit	2	light-strip	B	16	0.000	0.290	5.657	1.061	0.236	[4, 5]	1	[251, 250, 249]	1.258	18.991	75	0.207	0.149	0
webkit	2	light-strip	B	180	0.000	0.291	55.317	1.029	0.196	None	1	[251, 250, 249]	1.258	18.991	780	0.020	0.017	
webkit	2	light-strip	B	32	0.000	0.291	10.000	1.077	0.200	None	1	[251, 250, 249]	1.258	18.991	129	0.098	0.082	0
webkit	2	light-strip	B	48	0.000	0.291	15.232	1.050	0.206	None	1	[251, 250, 249]	1.258	18.991	217	0.076	0.057	
webkit	2	light-strip	P	16	0.000	0.228	2.828	2.550	0.118	[7, 7]	1	[251, 250, 249]	1.258	18.991	65	0.220	0.173	
webkit	2	light-strip	P	180	0.000	0.228	32.249	2.136	0.119	None	1	[251, 250, 249]	1.258	18.991	794	0.026	0.021	
webkit	2	light-strip	P	32	0.000	0.228	6.000	2.134	0.125	None	1	[251, 250, 249]	1.258	18.991	140	0.132	0.093	
webkit	2	light-strip	P	48	0.000	0.228	8.944	2.110	0.124	None	1	[251, 250, 249]	1.258	18.991	211	0.092	0.072	
webkit	2	light-strip	W	16	0.000	0.229	4.000	1.118	0.167	[5, 6]	1	[251, 250, 249]	1.258	18.991	66	0.224	0.183	0
webkit	2	light-strip	W	180	0.000	0.230	44.272	1.031	0.164	None	1	[251, 250, 249]	1.258	18.991	767	0.025	0.020	
webkit	2	light-strip	W	32	0.000	0.230	8.246	1.085	0.172	None	1	[251, 250, 249]	1.258	18.991	126	0.119	0.092	0
webkit	2	light-strip	W	48	0.000	0.230	12.000	1.067	0.167	None	1	[251, 250, 249]	1.258	18.991	192	0.084	0.071	
webkit	2	light-strip	fable	16	0.000	0.195	4.000	1.118	0.160	[4, 8]	1	[251, 250, 249]	1.258	18.991	53	0.214	0.173	0
webkit	2	light-strip	fable	180	0.000	0.195	44.045	1.036	0.155	None	1	[251, 250, 249]	1.258	18.991	639	0.025	0.020	
webkit	2	light-strip	fable	32	0.000	0.195	8.246	1.029	0.162	None	1	[251, 250, 249]	1.258	18.991	107	0.119	0.094	0
webkit	2	light-strip	fable	48	0.000	0.195	12.000	1.067	0.160	None	1	[251, 250, 249]	1.258	18.991	166	0.085	0.072	
webkit	2	light-strip	main	16	0.000	0.526	6.000	1.944	0.214	[4, 5]	2	[250, 248, 245]	1.237	15.190	268	0.341	0.294	1.000
webkit	2	light-strip	main	180	0.000	0.523	55.714	2.336	0.171	None	1	[250, 248, 245]	1.237	16.077	3475	0.049	0.040	
webkit	2	light-strip	main	32	0.000	0.525	10.000	2.332	0.172	None	1	[250, 248, 245]	1.237	16.077	588	0.221	0.175	1.000
webkit	2	light-strip	main	48	0.000	0.524	16.000	2.187	0.186	None	1	[250, 248, 245]	1.237	16.077	933	0.165	0.141	
webkit	2	light-strip	opus	16	0.000	0.254	4.000	1.118	0.182	[5, 5]	1	[251, 250, 249]	1.258	18.991	70	0.216	0.176	0
webkit	2	light-strip	opus	180	0.000	0.254	44.181	1.041	0.178	None	1	[251, 250, 249]	1.258	18.991	814	0.024	0.019	
webkit	2	light-strip	opus	32	0.000	0.254	8.000	1.061	0.182	None	1	[251, 250, 249]	1.258	18.991	140	0.120	0.100	0
webkit	2	light-strip	opus	48	0.000	0.254	12.000	1.067	0.182	None	1	[251, 250, 249]	1.258	18.991	211	0.083	0.067	
