P1-goldens-cured	0
P2-visual-cured-w2	0
P3-reds-cured-r1	1
P4-reds-base-r1	1
P5-reds-cured-r2	1
P6-reds-base-r2	1
P7-visual-cured-w4	0
P8-visual-base-w4	0
DONE
